You Shook Me All Night;Céline Dion (+Anastacia);2
You're Beautiful;James Blunt;2
You're The One That I Want;Olivia Newton John (+John Travolta);2
You're the First, The Last, My Everything;Barry White;2
Young and Beautiful;Lana Del Rey;2
Your Song;Elton John;2
Your Song;Ewan McGregor;2
Your Song;Lady Gaga;2
Yummy;Justin Bieber;2
Zlatokopky;Rytmus;2
Zlatíčka;Kapitán Demo;2
Znám Jednu Krásnou Zahradu; Václav Neckář  Helena Vondráčková;2
Zombie;The Cranberries;2
Zvonky Štěstí;Karel Gott;2
Závidím;Naďa Urbánková;2
Échame La Culpa;Demi Lovato, Louis Fonsi;2
Čardáš dvoch sŕdc;Karol Duchoň;2
Čardáš;Kapitán Demo;2
Čas růží;Karel Gott;2
Čau, Lásko;Karel Gott, Marcela Holanová;2
Čerešne;Hana Hegerová;2
Čo o mne vieš;Darina Rolincová;2
Şımarık;Tarkan;2
Šrouby do hlavy;David Koller;2
Žal se odkládá;Jiří Korn;2
